Feature,Feature_old,CURIE,Definition,Synonyms,A4,ADNI,AIBL,ANM,EMIF,EPAD,JADNI,NACC,ROSMAP,DOD-ADNI,PREVENT-AD,ARWIBO,I-ADNI,EDSD,OASIS,PharmaCog,VITA,WMH-AD,VASCULAR,ABVIB
Right Gyrus Oc-temp Lat-fusifor Volume From Qdec,Right_gyrus_oc-temp_lat-fusifor_volume_from_Qdec_rh,,,,,,,,,,(G_oc-temp_lat-fusifor)GrayVol,,,,,rh_G_oc-temp_lat-fusifor_volume,rh_G_oc-temp_lat-fusifor_volume,rh_G_oc-temp_lat-fusifor_volume,rh_G_oc-temp_lat-fusifor_volume,rh_G_oc-temp_lat-fusifor_volume,rh_G_oc-temp_lat-fusifor_volume,rh_G_oc-temp_lat-fusifor_volume,,
Right Gyrus Oc-temp Med-Lingual Volume From Qdec,Right_gyrus_oc-temp_med-Lingual_volume_from_Qdec_rh,,,,,,,,,,(G_oc-temp_med-Lingual)GrayVol,,,,,rh_G_oc-temp_med-Lingual_volume,rh_G_oc-temp_med-Lingual_volume,rh_G_oc-temp_med-Lingual_volume,rh_G_oc-temp_med-Lingual_volume,rh_G_oc-temp_med-Lingual_volume,rh_G_oc-temp_med-Lingual_volume,rh_G_oc-temp_med-Lingual_volume,,
Right Gyrus Oc-temp Med-Parahip Volume From Qdec,Right_gyrus_oc-temp_med-Parahip_volume_from_Qdec_rh,,,,,,,,,,(G_oc-temp_med-Parahip)GrayVol,,,,,rh_G_oc-temp_med-Parahip_volume,rh_G_oc-temp_med-Parahip_volume,rh_G_oc-temp_med-Parahip_volume,rh_G_oc-temp_med-Parahip_volume,rh_G_oc-temp_med-Parahip_volume,rh_G_oc-temp_med-Parahip_volume,rh_G_oc-temp_med-Parahip_volume,,
Right Gyrus Orbital Volume From Qdec,Right_gyrus_orbital_volume_from_Qdec_rh,,,,,,,,,,(G_orbital)GrayVol,,,,,rh_G_orbital_volume,rh_G_orbital_volume,rh_G_orbital_volume,rh_G_orbital_volume,rh_G_orbital_volume,rh_G_orbital_volume,rh_G_orbital_volume,,
Right Gyrus Pariet Inf-Angular Volume From Qdec,Right_gyrus_pariet_inf-Angular_volume_from_Qdec_rh,,,,,,,,,,(G_pariet_inf-Angular)GrayVol,,,,,rh_G_pariet_inf-Angular_volume,rh_G_pariet_inf-Angular_volume,rh_G_pariet_inf-Angular_volume,rh_G_pariet_inf-Angular_volume,rh_G_pariet_inf-Angular_volume,rh_G_pariet_inf-Angular_volume,rh_G_pariet_inf-Angular_volume,,
Right Gyrus Pariet Inf-Supramar Volume From Qdec,Right_gyrus_pariet_inf-Supramar_volume_from_Qdec_rh,,,,,,,,,,(G_pariet_inf-Supramar)GrayVol,,,,,rh_G_pariet_inf-Supramar_volume,rh_G_pariet_inf-Supramar_volume,rh_G_pariet_inf-Supramar_volume,rh_G_pariet_inf-Supramar_volume,rh_G_pariet_inf-Supramar_volume,rh_G_pariet_inf-Supramar_volume,rh_G_pariet_inf-Supramar_volume,,
Right Gyrus Parietal Sup Volume From Qdec,Right_gyrus_parietal_sup_volume_from_Qdec_rh,,,,,,,,,lrsupalv,(G_parietal_sup)GrayVol,,,,,rh_G_parietal_sup_volume,rh_G_parietal_sup_volume,rh_G_parietal_sup_volume,rh_G_parietal_sup_volume,rh_G_parietal_sup_volume,rh_G_parietal_sup_volume,rh_G_parietal_sup_volume,,
Right Gyrus Postcentral Volume From Qdec,Right_gyrus_postcentral_volume_from_Qdec_rh,,,,,,,,,,(G_postcentral)GrayVol,,,,,rh_G_postcentral_volume,rh_G_postcentral_volume,rh_G_postcentral_volume,rh_G_postcentral_volume,rh_G_postcentral_volume,rh_G_postcentral_volume,rh_G_postcentral_volume,,
Right Gyrus Precentral Volume From Qdec,Right_gyrus_precentral_volume_from_Qdec_rh,,,,,,,,,lrprgv,(G_precentral)GrayVol,,,,,rh_G_precentral_volume,rh_G_precentral_volume,rh_G_precentral_volume,rh_G_precentral_volume,rh_G_precentral_volume,rh_G_precentral_volume,rh_G_precentral_volume,,
Right Gyrus Precuneus Volume From Qdec,Right_gyrus_precuneus_volume_from_Qdec_rh,,,,,,,,,,(G_precuneus)GrayVol,,,,,rh_G_precuneus_volume,rh_G_precuneus_volume,rh_G_precuneus_volume,rh_G_precuneus_volume,rh_G_precuneus_volume,rh_G_precuneus_volume,rh_G_precuneus_volume,,
Right Gyrus Rectus Volume From Qdec,Right_gyrus_rectus_volume_from_Qdec_rh,UBERON:0004671,,,,,,,,lrgyrrv,(G_rectus)GrayVol,,,,,rh_G_rectus_volume,rh_G_rectus_volume,rh_G_rectus_volume,rh_G_rectus_volume,rh_G_rectus_volume,rh_G_rectus_volume,rh_G_rectus_volume,,
Right Gyrus Subcallosal Volume From Qdec,Right_gyrus_subcallosal_volume_from_Qdec_rh,,,,,,,,,lrsubcav,(G_subcallosal)GrayVol,,,,,rh_G_subcallosal_volume,rh_G_subcallosal_volume,rh_G_subcallosal_volume,rh_G_subcallosal_volume,rh_G_subcallosal_volume,rh_G_subcallosal_volume,rh_G_subcallosal_volume,,
Right Gyrus Temp Sup-G T Transv Volume From Qdec,Right_gyrus_temp_sup-G_T_transv_volume_from_Qdec_rh,,,,,,,,,,(G_temp_sup-G_T_transv)GrayVol,,,,,rh_G_temp_sup-G_T_transv_volume,rh_G_temp_sup-G_T_transv_volume,rh_G_temp_sup-G_T_transv_volume,rh_G_temp_sup-G_T_transv_volume,rh_G_temp_sup-G_T_transv_volume,rh_G_temp_sup-G_T_transv_volume,rh_G_temp_sup-G_T_transv_volume,,
Right Gyrus Temp Sup-Lateral Volume From Qdec,Right_gyrus_temp_sup-Lateral_volume_from_Qdec_rh,,,,,,,,,,(G_temp_sup-Lateral)GrayVol,,,,,rh_G_temp_sup-Lateral_volume,rh_G_temp_sup-Lateral_volume,rh_G_temp_sup-Lateral_volume,rh_G_temp_sup-Lateral_volume,rh_G_temp_sup-Lateral_volume,rh_G_temp_sup-Lateral_volume,rh_G_temp_sup-Lateral_volume,,
Right Gyrus Temp Sup-Plan Polar Volume From Qdec,Right_gyrus_temp_sup-Plan_polar_volume_from_Qdec_rh,,,,,,,,,,(G_temp_sup-Plan_polar)GrayVol,,,,,rh_G_temp_sup-Plan_polar_volume,rh_G_temp_sup-Plan_polar_volume,rh_G_temp_sup-Plan_polar_volume,rh_G_temp_sup-Plan_polar_volume,rh_G_temp_sup-Plan_polar_volume,rh_G_temp_sup-Plan_polar_volume,rh_G_temp_sup-Plan_polar_volume,,
Right Gyrus Temp Sup-Plan Tempo Volume From Qdec,Right_gyrus_temp_sup-Plan_tempo_volume_from_Qdec_rh,,,,,,,,,,(G_temp_sup-Plan_tempo)GrayVol,,,,,rh_G_temp_sup-Plan_tempo_volume,rh_G_temp_sup-Plan_tempo_volume,rh_G_temp_sup-Plan_tempo_volume,rh_G_temp_sup-Plan_tempo_volume,rh_G_temp_sup-Plan_tempo_volume,rh_G_temp_sup-Plan_tempo_volume,rh_G_temp_sup-Plan_tempo_volume,,
Right Gyrus Temporal Inferior Volume From Qdec,Right_gyrus_temporal_inferior_volume_from_Qdec_rh,UBERON:0002751,,,,,,,,,(G_temporal_inf)GrayVol,,,,,rh_G_temporal_inf_volume,rh_G_temporal_inf_volume,rh_G_temporal_inf_volume,rh_G_temporal_inf_volume,rh_G_temporal_inf_volume,rh_G_temporal_inf_volume,rh_G_temporal_inf_volume,,
Right Gyrus Temporal Middle Volume From Qdec,Right_gyrus_temporal_middle_volume_from_Qdec_rh,,,,,,,,,,(G_temporal_middle)GrayVol,,,,,rh_G_temporal_middle_volume,rh_G_temporal_middle_volume,rh_G_temporal_middle_volume,rh_G_temporal_middle_volume,rh_G_temporal_middle_volume,rh_G_temporal_middle_volume,rh_G_temporal_middle_volume,,
Right Lat Fis-ant-Horizont Volume From Qdec,Right_Lat_Fis-ant-Horizont_volume_from_Qdec_rh,,,,,,,,,,(Lat_Fis-ant-Horizont)GrayVol,,,,,rh_Lat_Fis-ant-Horizont_volume,rh_Lat_Fis-ant-Horizont_volume,rh_Lat_Fis-ant-Horizont_volume,rh_Lat_Fis-ant-Horizont_volume,rh_Lat_Fis-ant-Horizont_volume,rh_Lat_Fis-ant-Horizont_volume,rh_Lat_Fis-ant-Horizont_volume,,
Right Lat Fis-ant-Vertical Volume From Qdec,Right_Lat_Fis-ant-Vertical_volume_from_Qdec_rh,,,,,,,,,,(Lat_Fis-ant-Vertical)GrayVol,,,,,rh_Lat_Fis-ant-Vertical_volume,rh_Lat_Fis-ant-Vertical_volume,rh_Lat_Fis-ant-Vertical_volume,rh_Lat_Fis-ant-Vertical_volume,rh_Lat_Fis-ant-Vertical_volume,rh_Lat_Fis-ant-Vertical_volume,rh_Lat_Fis-ant-Vertical_volume,,
Right Lat Fis-post Volume From Qdec,Right_Lat_Fis-post_volume_from_Qdec_rh,,,,,,,,,,(Lat_Fis-post)GrayVol,,,,,rh_Lat_Fis-post_volume,rh_Lat_Fis-post_volume,rh_Lat_Fis-post_volume,rh_Lat_Fis-post_volume,rh_Lat_Fis-post_volume,rh_Lat_Fis-post_volume,rh_Lat_Fis-post_volume,,
Right Sulcus Central Volume From Qdec,Right_sulcus_central_volume_from_Qdec_rh,,,,,,,,,,(S_central)GrayVol,,,,,rh_S_central_volume,rh_S_central_volume,rh_S_central_volume,rh_S_central_volume,rh_S_central_volume,rh_S_central_volume,rh_S_central_volume,,
Right Sulcus Cingul-Marginalis Volume From Qdec,Right_sulcus_cingul-Marginalis_volume_from_Qdec_rh,,,,,,,,,,(S_cingul-Marginalis)GrayVol,,,,,rh_S_cingul-Marginalis_volume,rh_S_cingul-Marginalis_volume,rh_S_cingul-Marginalis_volume,rh_S_cingul-Marginalis_volume,rh_S_cingul-Marginalis_volume,rh_S_cingul-Marginalis_volume,rh_S_cingul-Marginalis_volume,,
Right Sulcus Circular Insula Anterior Volume From Qdec,Right_sulcus_circular_insula_anterior_volume_from_Qdec_rh,,,,,,,,,,(S_circular_insula_ant)GrayVol,,,,,rh_S_circular_insula_ant_volume,rh_S_circular_insula_ant_volume,rh_S_circular_insula_ant_volume,rh_S_circular_insula_ant_volume,rh_S_circular_insula_ant_volume,rh_S_circular_insula_ant_volume,rh_S_circular_insula_ant_volume,,
Right Sulcus Circular Insula Inferior Volume From Qdec,Right_sulcus_circular_insula_inferior_volume_from_Qdec_rh,,,,,,,,,,(S_circular_insula_inf)GrayVol,,,,,rh_S_circular_insula_inf_volume,rh_S_circular_insula_inf_volume,rh_S_circular_insula_inf_volume,rh_S_circular_insula_inf_volume,rh_S_circular_insula_inf_volume,rh_S_circular_insula_inf_volume,rh_S_circular_insula_inf_volume,,
Right Sulcus Circular Insula Sup Volume From Qdec,Right_sulcus_circular_insula_sup_volume_from_Qdec_rh,,,,,,,,,,(S_circular_insula_sup)GrayVol,,,,,rh_S_circular_insula_sup_volume,rh_S_circular_insula_sup_volume,rh_S_circular_insula_sup_volume,rh_S_circular_insula_sup_volume,rh_S_circular_insula_sup_volume,rh_S_circular_insula_sup_volume,rh_S_circular_insula_sup_volume,,
Right Sulcus Collat Transv Anterior Volume From Qdec,Right_sulcus_collat_transv_anterior_volume_from_Qdec_rh,,,,,,,,,,(S_collat_transv_ant)GrayVol,,,,,rh_S_collat_transv_ant_volume,rh_S_collat_transv_ant_volume,rh_S_collat_transv_ant_volume,rh_S_collat_transv_ant_volume,rh_S_collat_transv_ant_volume,rh_S_collat_transv_ant_volume,rh_S_collat_transv_ant_volume,,
Right Sulcus Collat Transv Posterior Volume From Qdec,Right_sulcus_collat_transv_posterior_volume_from_Qdec_rh,,,,,,,,,,(S_collat_transv_post)GrayVol,,,,,rh_S_collat_transv_post_volume,rh_S_collat_transv_post_volume,rh_S_collat_transv_post_volume,rh_S_collat_transv_post_volume,rh_S_collat_transv_post_volume,rh_S_collat_transv_post_volume,rh_S_collat_transv_post_volume,,
Right Sulcus Frontal Inferior Volume From Qdec,Right_sulcus_frontal_inferior_volume_from_Qdec_rh,,,,,,,,,,(S_front_inf)GrayVol,,,,,rh_S_front_inf_volume,rh_S_front_inf_volume,rh_S_front_inf_volume,rh_S_front_inf_volume,rh_S_front_inf_volume,rh_S_front_inf_volume,rh_S_front_inf_volume,,
Right Sulcus Frontal Middle Volume From Qdec,Right_sulcus_frontal_middle_volume_from_Qdec_rh,,,,,,,,,,(S_front_middle)GrayVol,,,,,rh_S_front_middle_volume,rh_S_front_middle_volume,rh_S_front_middle_volume,rh_S_front_middle_volume,rh_S_front_middle_volume,rh_S_front_middle_volume,rh_S_front_middle_volume,,
Right Sulcus Frontal Sup Volume From Qdec,Right_sulcus_frontal_sup_volume_from_Qdec_rh,,,,,,,,,,(S_front_sup)GrayVol,,,,,rh_S_front_sup_volume,rh_S_front_sup_volume,rh_S_front_sup_volume,rh_S_front_sup_volume,rh_S_front_sup_volume,rh_S_front_sup_volume,rh_S_front_sup_volume,,
Right Sulcus Interm Prim-Jensen Volume From Qdec,Right_sulcus_interm_prim-Jensen_volume_from_Qdec_rh,,,,,,,,,,(S_interm_prim-Jensen)GrayVol,,,,,rh_S_interm_prim-Jensen_volume,rh_S_interm_prim-Jensen_volume,rh_S_interm_prim-Jensen_volume,rh_S_interm_prim-Jensen_volume,rh_S_interm_prim-Jensen_volume,rh_S_interm_prim-Jensen_volume,rh_S_interm_prim-Jensen_volume,,
Right Sulcus Intrapariet And P Trans Volume From Qdec,Right_sulcus_intrapariet_and_P_trans_volume_from_Qdec_rh,,,,,,,,,,(S_intrapariet_and_P_trans)GrayVol,,,,,rh_S_intrapariet_and_P_trans_volume,rh_S_intrapariet_and_P_trans_volume,rh_S_intrapariet_and_P_trans_volume,rh_S_intrapariet_and_P_trans_volume,rh_S_intrapariet_and_P_trans_volume,rh_S_intrapariet_and_P_trans_volume,rh_S_intrapariet_and_P_trans_volume,,
Right Sulcus Oc Middle And Lunatus Volume From Qdec,Right_sulcus_oc_middle_and_Lunatus_volume_from_Qdec_rh,,,,,,,,,,(S_oc_middle_and_Lunatus)GrayVol,,,,,rh_S_oc_middle_and_Lunatus_volume,rh_S_oc_middle_and_Lunatus_volume,rh_S_oc_middle_and_Lunatus_volume,rh_S_oc_middle_and_Lunatus_volume,rh_S_oc_middle_and_Lunatus_volume,rh_S_oc_middle_and_Lunatus_volume,rh_S_oc_middle_and_Lunatus_volume,,
Right Sulcus Oc Sup And Transversal Volume From Qdec,Right_sulcus_oc_sup_and_transversal_volume_from_Qdec_rh,,,,,,,,,,(S_oc_sup_and_transversal)GrayVol,,,,,rh_S_oc_sup_and_transversal_volume,rh_S_oc_sup_and_transversal_volume,rh_S_oc_sup_and_transversal_volume,rh_S_oc_sup_and_transversal_volume,rh_S_oc_sup_and_transversal_volume,rh_S_oc_sup_and_transversal_volume,rh_S_oc_sup_and_transversal_volume,,
Right Sulcus Occipital Anterior Volume From Qdec,Right_sulcus_occipital_anterior_volume_from_Qdec_rh,,,,,,,,,,(S_occipital_ant)GrayVol,,,,,rh_S_occipital_ant_volume,rh_S_occipital_ant_volume,rh_S_occipital_ant_volume,rh_S_occipital_ant_volume,rh_S_occipital_ant_volume,rh_S_occipital_ant_volume,rh_S_occipital_ant_volume,,
Right Sulcus Oc-temp Lat Volume From Qdec,Right_sulcus_oc-temp_lat_volume_from_Qdec_rh,,,,,,,,,,(S_oc-temp_lat)GrayVol,,,,,rh_S_oc-temp_lat_volume,rh_S_oc-temp_lat_volume,rh_S_oc-temp_lat_volume,rh_S_oc-temp_lat_volume,rh_S_oc-temp_lat_volume,rh_S_oc-temp_lat_volume,rh_S_oc-temp_lat_volume,,
Right Sulcus Oc-temp Med And Lingual Volume From Qdec,Right_sulcus_oc-temp_med_and_Lingual_volume_from_Qdec_rh,,,,,,,,,,(S_oc-temp_med_and_Lingual)GrayVol,,,,,rh_S_oc-temp_med_and_Lingual_volume,rh_S_oc-temp_med_and_Lingual_volume,rh_S_oc-temp_med_and_Lingual_volume,rh_S_oc-temp_med_and_Lingual_volume,rh_S_oc-temp_med_and_Lingual_volume,rh_S_oc-temp_med_and_Lingual_volume,rh_S_oc-temp_med_and_Lingual_volume,,
Right Sulcus Orbital Lateral Volume From Qdec,Right_sulcus_orbital_lateral_volume_from_Qdec_rh,,,,,,,,,lrlatogv,(S_orbital_lateral)GrayVol,,,,,rh_S_orbital_lateral_volume,rh_S_orbital_lateral_volume,rh_S_orbital_lateral_volume,rh_S_orbital_lateral_volume,rh_S_orbital_lateral_volume,rh_S_orbital_lateral_volume,rh_S_orbital_lateral_volume,,
Right Sulcus Orbital Med-olfact Volume From Qdec,Right_sulcus_orbital_med-olfact_volume_from_Qdec_rh,,,,,,,,,,(S_orbital_med-olfact)GrayVol,,,,,rh_S_orbital_med-olfact_volume,rh_S_orbital_med-olfact_volume,rh_S_orbital_med-olfact_volume,rh_S_orbital_med-olfact_volume,rh_S_orbital_med-olfact_volume,rh_S_orbital_med-olfact_volume,rh_S_orbital_med-olfact_volume,,
Right Sulcus Orbital-H Shaped Volume From Qdec,Right_sulcus_orbital-H_Shaped_volume_from_Qdec_rh,,,,,,,,,,(S_orbital-H_Shaped)GrayVol,,,,,rh_S_orbital-H_Shaped_volume,rh_S_orbital-H_Shaped_volume,rh_S_orbital-H_Shaped_volume,rh_S_orbital-H_Shaped_volume,rh_S_orbital-H_Shaped_volume,rh_S_orbital-H_Shaped_volume,rh_S_orbital-H_Shaped_volume,,
Right Sulcus Parieto Occipital Volume From Qdec,Right_sulcus_parieto_occipital_volume_from_Qdec_rh,,,,,,,,,,(S_parieto_occipital)GrayVol,,,,,rh_S_parieto_occipital_volume,rh_S_parieto_occipital_volume,rh_S_parieto_occipital_volume,rh_S_parieto_occipital_volume,rh_S_parieto_occipital_volume,rh_S_parieto_occipital_volume,rh_S_parieto_occipital_volume,,
Right Sulcus Pericallosal Volume From Qdec,Right_sulcus_pericallosal_volume_from_Qdec_rh,,,,,,,,,,(S_pericallosal)GrayVol,,,,,rh_S_pericallosal_volume,rh_S_pericallosal_volume,rh_S_pericallosal_volume,rh_S_pericallosal_volume,rh_S_pericallosal_volume,rh_S_pericallosal_volume,rh_S_pericallosal_volume,,
Right Sulcus Postcentral Volume From Qdec,Right_sulcus_postcentral_volume_from_Qdec_rh,,,,,,,,,,(S_postcentral)GrayVol,,,,,rh_S_postcentral_volume,rh_S_postcentral_volume,rh_S_postcentral_volume,rh_S_postcentral_volume,rh_S_postcentral_volume,rh_S_postcentral_volume,rh_S_postcentral_volume,,
Right Sulcus Precentral-inf-part Volume From Qdec,Right_sulcus_precentral-inf-part_volume_from_Qdec_rh,,,,,,,,,,(S_precentral-inf-part)GrayVol,,,,,rh_S_precentral-inf-part_volume,rh_S_precentral-inf-part_volume,rh_S_precentral-inf-part_volume,rh_S_precentral-inf-part_volume,rh_S_precentral-inf-part_volume,rh_S_precentral-inf-part_volume,rh_S_precentral-inf-part_volume,,
Right Sulcus Precentral-sup-part Volume From Qdec,Right_sulcus_precentral-sup-part_volume_from_Qdec_rh,,,,,,,,,,(S_precentral-sup-part)GrayVol,,,,,rh_S_precentral-sup-part_volume,rh_S_precentral-sup-part_volume,rh_S_precentral-sup-part_volume,rh_S_precentral-sup-part_volume,rh_S_precentral-sup-part_volume,rh_S_precentral-sup-part_volume,rh_S_precentral-sup-part_volume,,
Right Sulcus Suborbital Volume From Qdec,Right_sulcus_suborbital_volume_from_Qdec_rh,,,,,,,,,,(S_suborbital)GrayVol,,,,,rh_S_suborbital_volume,rh_S_suborbital_volume,rh_S_suborbital_volume,rh_S_suborbital_volume,rh_S_suborbital_volume,rh_S_suborbital_volume,rh_S_suborbital_volume,,
Right Sulcus Subparietal Volume From Qdec,Right_sulcus_subparietal_volume_from_Qdec_rh,,,,,,,,,,(S_subparietal)GrayVol,,,,,rh_S_subparietal_volume,rh_S_subparietal_volume,rh_S_subparietal_volume,rh_S_subparietal_volume,rh_S_subparietal_volume,rh_S_subparietal_volume,rh_S_subparietal_volume,,
Right Sulcus Temporal Inferior Volume From Qdec,Right_sulcus_temporal_inferior_volume_from_Qdec_rh,,,,,,,,,,(S_temporal_inf)GrayVol,,,,,rh_S_temporal_inf_volume,rh_S_temporal_inf_volume,rh_S_temporal_inf_volume,rh_S_temporal_inf_volume,rh_S_temporal_inf_volume,rh_S_temporal_inf_volume,rh_S_temporal_inf_volume,,
Right Sulcus Temporal Sup Volume From Qdec,Right_sulcus_temporal_sup_volume_from_Qdec_rh,,,,,,,,,lrstpgv,(S_temporal_sup)GrayVol,,,,,rh_S_temporal_sup_volume,rh_S_temporal_sup_volume,rh_S_temporal_sup_volume,rh_S_temporal_sup_volume,rh_S_temporal_sup_volume,rh_S_temporal_sup_volume,rh_S_temporal_sup_volume,,
Right Sulcus Temporal Transverse Volume From Qdec,Right_sulcus_temporal_transverse_volume_from_Qdec_rh,,,,,,,,,lrttgv,(S_temporal_transverse)GrayVol,,,,,rh_S_temporal_transverse_volume,rh_S_temporal_transverse_volume,rh_S_temporal_transverse_volume,rh_S_temporal_transverse_volume,rh_S_temporal_transverse_volume,rh_S_temporal_transverse_volume,rh_S_temporal_transverse_volume,,
Right Isthmuscingulate Area From Qdec,Right_isthmuscingulate_area_from_Qdec_rh,,,,,,,,,,rh_(isthmuscingulate)SurfArea,,,ST93SA,,rh_isthmuscingulate_area,rh_isthmuscingulate_area,rh_isthmuscingulate_area,rh_isthmuscingulate_area,rh_isthmuscingulate_area,rh_isthmuscingulate_area,rh_isthmuscingulate_area,,
Right WhiteSurfArea Area From Qdec,Right_WhiteSurfArea_area_from_Qdec_rh,,,,,ST87SA,,,,,,,,ST87SA,,rh_WhiteSurfArea_area,rh_WhiteSurfArea_area,rh_WhiteSurfArea_area,rh_WhiteSurfArea_area,rh_WhiteSurfArea_area,rh_WhiteSurfArea_area,rh_WhiteSurfArea_area,,
Right Banks Of The Superior Temoral Sulcus Meancurv From Qdec,Right_banks_of_the_superior_temoral_sulcus_meancurv_from_Qdec_rh,,,,,,,,,,rh_(bankssts)MeanCurv,,,,,rh_bankssts_meancurv,rh_bankssts_meancurv,rh_bankssts_meancurv,rh_bankssts_meancurv,rh_bankssts_meancurv,rh_bankssts_meancurv,rh_bankssts_meancurv,,
Right Caudalanteriorcingulate Meancurv From Qdec,Right_caudalanteriorcingulate_meancurv_from_Qdec_rh,,,,,,,,,,rh_(caudalanteriorcingulate)MeanCurv,,,,,rh_caudalanteriorcingulate_meancurv,rh_caudalanteriorcingulate_meancurv,rh_caudalanteriorcingulate_meancurv,rh_caudalanteriorcingulate_meancurv,rh_caudalanteriorcingulate_meancurv,rh_caudalanteriorcingulate_meancurv,rh_caudalanteriorcingulate_meancurv,,
Right Caudalmiddlefrontal Meancurv From Qdec,Right_caudalmiddlefrontal_meancurv_from_Qdec_rh,,,,,,,,,,rh_(caudalmiddlefrontal)MeanCurv,,,,,rh_caudalmiddlefrontal_meancurv,rh_caudalmiddlefrontal_meancurv,rh_caudalmiddlefrontal_meancurv,rh_caudalmiddlefrontal_meancurv,rh_caudalmiddlefrontal_meancurv,rh_caudalmiddlefrontal_meancurv,rh_caudalmiddlefrontal_meancurv,,
Right Cuneus Meancurv From Qdec,Right_cuneus_meancurv_from_Qdec_rh,,,,,,,,,,rh_(cuneus)MeanCurv,,,,,rh_cuneus_meancurv,rh_cuneus_meancurv,rh_cuneus_meancurv,rh_cuneus_meancurv,rh_cuneus_meancurv,rh_cuneus_meancurv,rh_cuneus_meancurv,,
Right Entorightinal Meancurv From Qdec,Right_entorightinal_meancurv_from_Qdec_rh,,,,,,,,,,rh_(entorhinal)MeanCurv,,,,,rh_entorhinal_meancurv,rh_entorhinal_meancurv,rh_entorhinal_meancurv,rh_entorhinal_meancurv,rh_entorhinal_meancurv,rh_entorhinal_meancurv,rh_entorhinal_meancurv,,
Right Fusiform Meancurv From Qdec,Right_fusiform_meancurv_from_Qdec_rh,,,,,,,,,,rh_(fusiform)MeanCurv,,,,,rh_fusiform_meancurv,rh_fusiform_meancurv,rh_fusiform_meancurv,rh_fusiform_meancurv,rh_fusiform_meancurv,rh_fusiform_meancurv,rh_fusiform_meancurv,,
Right Inferiorparietal Meancurv From Qdec,Right_inferiorparietal_meancurv_from_Qdec_rh,,,,,,,,,,rh_(inferiorparietal)MeanCurv,,,,,rh_inferiorparietal_meancurv,rh_inferiorparietal_meancurv,rh_inferiorparietal_meancurv,rh_inferiorparietal_meancurv,rh_inferiorparietal_meancurv,rh_inferiorparietal_meancurv,rh_inferiorparietal_meancurv,,
Right Inferiortemporal Meancurv From Qdec,Right_inferiortemporal_meancurv_from_Qdec_rh,,,,,,,,,,rh_(inferiortemporal)MeanCurv,,,,,rh_inferiortemporal_meancurv,rh_inferiortemporal_meancurv,rh_inferiortemporal_meancurv,rh_inferiortemporal_meancurv,rh_inferiortemporal_meancurv,rh_inferiortemporal_meancurv,rh_inferiortemporal_meancurv,,
Right Isthmuscingulate Meancurv From Qdec,Right_isthmuscingulate_meancurv_from_Qdec_rh,,,,,,,,,,rh_(isthmuscingulate)MeanCurv,,,,,rh_isthmuscingulate_meancurv,rh_isthmuscingulate_meancurv,rh_isthmuscingulate_meancurv,rh_isthmuscingulate_meancurv,rh_isthmuscingulate_meancurv,rh_isthmuscingulate_meancurv,rh_isthmuscingulate_meancurv,,
Right Lateraloccipital Meancurv From Qdec,Right_lateraloccipital_meancurv_from_Qdec_rh,,,,,,,,,,rh_(lateraloccipital)MeanCurv,,,,,rh_lateraloccipital_meancurv,rh_lateraloccipital_meancurv,rh_lateraloccipital_meancurv,rh_lateraloccipital_meancurv,rh_lateraloccipital_meancurv,rh_lateraloccipital_meancurv,rh_lateraloccipital_meancurv,,
Right Lateralorbitofrontal Meancurv From Qdec,Right_lateralorbitofrontal_meancurv_from_Qdec_rh,,,,,,,,,,rh_(lateralorbitofrontal)MeanCurv,,,,,rh_lateralorbitofrontal_meancurv,rh_lateralorbitofrontal_meancurv,rh_lateralorbitofrontal_meancurv,rh_lateralorbitofrontal_meancurv,rh_lateralorbitofrontal_meancurv,rh_lateralorbitofrontal_meancurv,rh_lateralorbitofrontal_meancurv,,
Right Lingual Meancurv From Qdec,Right_lingual_meancurv_from_Qdec_rh,,,,,,,,,,rh_(lingual)MeanCurv,,,,,rh_lingual_meancurv,rh_lingual_meancurv,rh_lingual_meancurv,rh_lingual_meancurv,rh_lingual_meancurv,rh_lingual_meancurv,rh_lingual_meancurv,,
Right Medialorbitofrontal Meancurv From Qdec,Right_medialorbitofrontal_meancurv_from_Qdec_rh,,,,,,,,,,rh_(medialorbitofrontal)MeanCurv,,,,,rh_medialorbitofrontal_meancurv,rh_medialorbitofrontal_meancurv,rh_medialorbitofrontal_meancurv,rh_medialorbitofrontal_meancurv,rh_medialorbitofrontal_meancurv,rh_medialorbitofrontal_meancurv,rh_medialorbitofrontal_meancurv,,
